
user:1, item:1, rank:2
user:4, item:49, rank:4
user:5, item:1, rank:3
user:5, item:2, rank:3
user:5, item:3, rank:3
user:5, item:4, rank:3
user:5, item:5, rank:4
user:5, item:6, rank:4
user:5, item:7, rank:5
user:5, item:8, rank:4
user:5, item:11, rank:4
user:5, item:12, rank:4
user:5, item:13, rank:4
user:5, item:14, rank:4
user:5, item:17, rank:3
user:5, item:18, rank:3
user:5, item:19, rank:4
user:5, item:20, rank:3
user:5, item:21, rank:4
user:5, item:22, rank:4
user:5, item:23, rank:4
user:5, item:24, rank:4
user:5, item:25, rank:4
user:5, item:26, rank:3
user:5, item:27, rank:3
user:5, item:30, rank:2
user:5, item:33, rank:3
user:5, item:34, rank:3
user:5, item:35, rank:2
user:5, item:36, rank:3
user:5, item:37, rank:3
user:5, item:40, rank:4
user:5, item:41, rank:4
user:5, item:44, rank:4
user:5, item:45, rank:5
user:5, item:48, rank:3
user:5, item:49, rank:4
user:5, item:50, rank:3
user:6, item:1, rank:2
user:6, item:2, rank:2
user:6, item:3, rank:3
user:6, item:4, rank:2
user:6, item:5, rank:2
user:6, item:6, rank:4
user:6, item:7, rank:2
user:6, item:8, rank:3
user:6, item:9, rank:3
user:6, item:10, rank:3
user:6, item:11, rank:3
user:6, item:12, rank:2
user:6, item:16, rank:2
user:6, item:17, rank:2
user:6, item:18, rank:3
user:6, item:19, rank:2
user:6, item:20, rank:3
user:6, item:23, rank:4
user:6, item:24, rank:3
user:6, item:25, rank:3
user:6, item:26, rank:2
user:6, item:27, rank:2
user:6, item:28, rank:2
user:6, item:29, rank:3
user:6, item:30, rank:2
user:6, item:32, rank:2
user:6, item:41, rank:3
user:6, item:42, rank:3
user:6, item:43, rank:2
user:6, item:45, rank:2
user:6, item:46, rank:2
user:6, item:47, rank:2
user:6, item:48, rank:2
user:6, item:49, rank:2
user:6, item:50, rank:2
user:7, item:3, rank:3
user:7, item:4, rank:3
user:7, item:5, rank:2
user:7, item:8, rank:2
user:7, item:9, rank:2
user:7, item:18, rank:2
user:7, item:23, rank:3
user:7, item:24, rank:3
user:7, item:25, rank:4
user:7, item:31, rank:1
user:7, item:34, rank:1
user:7, item:35, rank:1
user:7, item:36, rank:3
user:7, item:37, rank:2
user:7, item:40, rank:2
user:7, item:41, rank:4
user:7, item:42, rank:4
user:7, item:45, rank:4
user:8, item:1, rank:3
user:8, item:2, rank:2
user:8, item:3, rank:2
user:8, item:4, rank:2
user:8, item:5, rank:3
user:8, item:6, rank:3
user:8, item:7, rank:5
user:8, item:8, rank:3
user:8, item:9, rank:3
user:8, item:10, rank:3
user:8, item:11, rank:3
user:8, item:12, rank:3
user:8, item:13, rank:3
user:8, item:14, rank:3
user:8, item:15, rank:3
user:8, item:16, rank:3
user:8, item:17, rank:2
user:8, item:18, rank:3
user:8, item:19, rank:3
user:8, item:20, rank:3
user:8, item:21, rank:3
user:8, item:22, rank:3
user:8, item:24, rank:2
user:8, item:25, rank:3
user:8, item:26, rank:9
user:8, item:27, rank:7
user:8, item:28, rank:2
user:8, item:30, rank:3
user:8, item:31, rank:2
user:8, item:32, rank:2
user:8, item:36, rank:3
user:8, item:37, rank:3
user:8, item:38, rank:3
user:8, item:41, rank:3
user:8, item:42, rank:3
user:8, item:43, rank:4
user:8, item:44, rank:4
user:8, item:45, rank:3
user:8, item:46, rank:3
user:8, item:50, rank:2
user:9, item:1, rank:4
user:9, item:3, rank:3
user:9, item:7, rank:4
user:9, item:9, rank:4
user:9, item:10, rank:4
user:9, item:15, rank:4
user:9, item:17, rank:3
user:9, item:18, rank:3
user:9, item:20, rank:2
user:9, item:21, rank:4
user:9, item:22, rank:5
user:9, item:23, rank:4
user:9, item:24, rank:3
user:9, item:25, rank:4
user:9, item:26, rank:3
user:9, item:27, rank:3
user:9, item:29, rank:3
user:9, item:31, rank:2
user:9, item:34, rank:3
user:9, item:35, rank:2
user:9, item:40, rank:3
user:9, item:41, rank:4
user:9, item:42, rank:4
user:9, item:43, rank:4
user:9, item:46, rank:2
user:9, item:47, rank:4
user:9, item:49, rank:3
user:9, item:50, rank:4
user:10, item:3, rank:2
user:10, item:8, rank:3
user:10, item:11, rank:3
user:10, item:13, rank:4
user:10, item:14, rank:3
user:10, item:16, rank:2
user:10, item:17, rank:2
user:10, item:20, rank:2
user:10, item:21, rank:3
user:10, item:22, rank:4
user:10, item:23, rank:3
user:10, item:24, rank:3
user:10, item:25, rank:3
user:10, item:30, rank:2
user:10, item:31, rank:1
user:10, item:34, rank:2
user:10, item:35, rank:1
user:10, item:38, rank:3
user:10, item:40, rank:3
user:10, item:41, rank:3
user:10, item:42, rank:3
user:10, item:44, rank:3
user:10, item:48, rank:2
user:11, item:8, rank:3
user:11, item:9, rank:3
user:11, item:15, rank:2
user:11, item:16, rank:3
user:11, item:17, rank:2
user:11, item:18, rank:2
user:11, item:19, rank:2
user:11, item:20, rank:3
user:11, item:21, rank:3
user:11, item:24, rank:3
user:11, item:26, rank:2
user:11, item:27, rank:2
user:11, item:34, rank:2
user:11, item:35, rank:2
user:11, item:36, rank:3
user:11, item:37, rank:2
user:11, item:38, rank:2
user:11, item:40, rank:2
user:11, item:41, rank:2
user:11, item:42, rank:3
user:11, item:43, rank:3
user:11, item:44, rank:2
user:11, item:45, rank:2
user:12, item:1, rank:2
user:12, item:2, rank:3
user:12, item:3, rank:3
user:12, item:4, rank:3
user:12, item:5, rank:3
user:12, item:8, rank:2
user:12, item:9, rank:3
user:12, item:10, rank:3
user:12, item:11, rank:3
user:12, item:12, rank:4
user:12, item:13, rank:3
user:12, item:14, rank:3
user:12, item:15, rank:3
user:12, item:21, rank:4
user:12, item:22, rank:4
user:12, item:23, rank:3
user:12, item:24, rank:3
user:12, item:25, rank:3
user:12, item:27, rank:3
user:12, item:28, rank:3
user:12, item:29, rank:3
user:12, item:30, rank:3
user:12, item:31, rank:2
user:12, item:32, rank:2
user:12, item:33, rank:2
user:12, item:34, rank:3
user:12, item:35, rank:2
user:12, item:36, rank:3
user:12, item:37, rank:3
user:12, item:38, rank:3
user:12, item:39, rank:3
user:12, item:40, rank:4
user:12, item:41, rank:3
user:13, item:1, rank:1
user:13, item:2, rank:1
user:13, item:4, rank:2
user:13, item:5, rank:2
user:13, item:7, rank:4
user:13, item:8, rank:3
user:13, item:9, rank:3
user:13, item:11, rank:4
user:13, item:12, rank:2
user:13, item:13, rank:3
user:13, item:14, rank:4
user:13, item:15, rank:3
user:13, item:16, rank:3
user:13, item:17, rank:3
user:13, item:18, rank:3
user:13, item:20, rank:3
user:13, item:21, rank:3
user:13, item:22, rank:3
user:13, item:24, rank:3
user:13, item:25, rank:3
user:13, item:26, rank:2
user:13, item:27, rank:2
user:13, item:28, rank:2
user:13, item:29, rank:2
user:13, item:30, rank:2
user:13, item:31, rank:1
user:13, item:32, rank:2
user:13, item:34, rank:2
user:13, item:35, rank:1
user:13, item:36, rank:1
user:13, item:37, rank:1
user:13, item:39, rank:1
user:13, item:40, rank:1
user:13, item:41, rank:3
user:13, item:42, rank:3
user:13, item:43, rank:3
user:13, item:45, rank:4
user:13, item:47, rank:2
user:13, item:49, rank:1
user:14, item:1, rank:2
user:14, item:2, rank:2
user:14, item:3, rank:2
user:14, item:5, rank:2
user:14, item:6, rank:4
user:14, item:7, rank:3
user:14, item:9, rank:4
user:14, item:10, rank:4
user:14, item:11, rank:4
user:14, item:12, rank:3
user:14, item:13, rank:3
user:14, item:14, rank:2
user:14, item:15, rank:3
user:14, item:16, rank:3
user:14, item:18, rank:3
user:14, item:20, rank:3
user:14, item:22, rank:3
user:14, item:24, rank:2
user:14, item:25, rank:3
user:14, item:26, rank:3
user:14, item:27, rank:2
user:14, item:28, rank:2
user:14, item:29, rank:3
user:14, item:30, rank:3
user:14, item:32, rank:2
user:14, item:34, rank:2
user:14, item:36, rank:3
user:14, item:37, rank:3
user:14, item:38, rank:3
user:14, item:40, rank:3
user:14, item:42, rank:4
user:14, item:43, rank:4
user:14, item:45, rank:4
user:14, item:46, rank:2
user:14, item:47, rank:2
user:14, item:49, rank:3
user:15, item:2, rank:3
user:15, item:4, rank:2
user:15, item:5, rank:2
user:15, item:9, rank:3
user:15, item:20, rank:3
user:15, item:24, rank:3
user:15, item:28, rank:3
user:15, item:29, rank:3
user:15, item:30, rank:3
user:15, item:36, rank:4
user:15, item:41, rank:4
user:15, item:43, rank:3
user:15, item:44, rank:5
user:15, item:46, rank:3
user:15, item:48, rank:3
user:16, item:3, rank:3
user:16, item:4, rank:3
user:16, item:5, rank:3
user:17, item:24, rank:1
user:17, item:25, rank:2
user:17, item:26, rank:2
user:17, item:27, rank:2
user:17, item:28, rank:1
user:17, item:29, rank:2
user:17, item:30, rank:2
user:17, item:31, rank:1
user:17, item:32, rank:1
user:17, item:33, rank:2
user:17, item:34, rank:2
user:17, item:35, rank:2
user:17, item:36, rank:2
user:17, item:37, rank:2
user:17, item:38, rank:2
user:17, item:39, rank:2
user:17, item:40, rank:3
user:17, item:41, rank:4
user:17, item:42, rank:4
user:17, item:43, rank:3
user:17, item:44, rank:3
user:17, item:45, rank:2
user:17, item:46, rank:2
user:17, item:47, rank:3
user:17, item:48, rank:2
user:17, item:49, rank:2
user:17, item:50, rank:2
user:18, item:3, rank:4
user:18, item:6, rank:3
user:18, item:7, rank:3
user:18, item:8, rank:3
user:18, item:9, rank:3
user:18, item:15, rank:4
user:18, item:16, rank:2
user:18, item:17, rank:3
user:18, item:18, rank:3
user:18, item:19, rank:3
user:18, item:21, rank:4
user:18, item:22, rank:4
user:18, item:24, rank:3
user:18, item:25, rank:3
user:18, item:26, rank:2
user:18, item:28, rank:2
user:18, item:31, rank:2
user:18, item:32, rank:2
user:18, item:34, rank:3
user:18, item:36, rank:3
user:18, item:43, rank:4
user:18, item:45, rank:4
user:18, item:46, rank:2
user:18, item:47, rank:2
user:18, item:48, rank:3
user:18, item:49, rank:3
user:18, item:50, rank:3
user:19, item:9, rank:4
user:19, item:16, rank:3
user:19, item:20, rank:3
user:19, item:21, rank:4
user:19, item:22, rank:4
user:19, item:23, rank:4
user:19, item:24, rank:2
user:19, item:25, rank:3
user:19, item:40, rank:3
user:19, item:41, rank:3
user:19, item:42, rank:3
user:19, item:43, rank:3
user:19, item:44, rank:4
user:19, item:45, rank:3
user:19, item:46, rank:2
user:19, item:47, rank:3
user:19, item:48, rank:3
user:19, item:49, rank:2
user:19, item:50, rank:2
user:20, item:3, rank:2
user:20, item:4, rank:2
user:20, item:5, rank:3
user:20, item:6, rank:2
user:20, item:7, rank:3
user:20, item:8, rank:3
user:20, item:9, rank:2
user:20, item:12, rank:2
user:20, item:13, rank:2
user:20, item:14, rank:2
user:20, item:16, rank:2
user:20, item:17, rank:3
user:20, item:18, rank:1
user:20, item:21, rank:2
user:20, item:24, rank:2
user:20, item:25, rank:2
user:20, item:26, rank:3
user:20, item:27, rank:2
user:20, item:28, rank:2
user:20, item:29, rank:2
user:20, item:30, rank:1
user:20, item:31, rank:1
user:20, item:32, rank:0
user:20, item:33, rank:1
user:20, item:34, rank:2
user:20, item:35, rank:1
user:20, item:36, rank:2
user:20, item:37, rank:2
user:20, item:40, rank:2
user:20, item:41, rank:3
user:20, item:42, rank:3
user:20, item:43, rank:3
user:20, item:46, rank:2
user:20, item:47, rank:2
user:20, item:48, rank:2
user:20, item:49, rank:3
user:20, item:50, rank:2
user:21, item:1, rank:1
user:21, item:2, rank:2
user:21, item:3, rank:1
user:21, item:8, rank:2
user:21, item:9, rank:3
user:21, item:12, rank:4
user:21, item:13, rank:3
user:21, item:14, rank:3
user:21, item:15, rank:3
user:21, item:16, rank:3
user:21, item:17, rank:3
user:21, item:18, rank:3
user:21, item:19, rank:3
user:21, item:20, rank:3
user:21, item:24, rank:2
user:21, item:25, rank:3
user:21, item:26, rank:3
user:21, item:27, rank:2
user:21, item:29, rank:2
user:21, item:31, rank:1
user:21, item:33, rank:2
user:21, item:34, rank:2
user:21, item:36, rank:3
user:21, item:37, rank:3
user:21, item:39, rank:3
user:21, item:40, rank:3
user:21, item:41, rank:3
user:21, item:42, rank:3
user:21, item:43, rank:2
user:21, item:44, rank:3
user:21, item:46, rank:2
user:21, item:47, rank:2
user:21, item:48, rank:2
user:21, item:49, rank:2
user:21, item:50, rank:2
user:22, item:1, rank:3
user:22, item:2, rank:3
user:22, item:3, rank:3
user:22, item:4, rank:3
user:22, item:6, rank:4
user:22, item:7, rank:4
user:22, item:8, rank:3
user:22, item:9, rank:4
user:22, item:11, rank:4
user:22, item:12, rank:3
user:22, item:15, rank:3
user:22, item:16, rank:3
user:22, item:17, rank:3
user:22, item:18, rank:2
user:22, item:19, rank:3
user:22, item:20, rank:3
user:22, item:22, rank:4
user:22, item:24, rank:2
user:22, item:26, rank:3
user:22, item:27, rank:3
user:22, item:28, rank:3
user:22, item:30, rank:3
user:22, item:33, rank:3
user:22, item:34, rank:3
user:22, item:35, rank:2
user:22, item:42, rank:5
user:22, item:43, rank:4
user:22, item:45, rank:5
user:22, item:46, rank:3
user:22, item:47, rank:3
user:22, item:48, rank:3
user:22, item:49, rank:3
user:22, item:50, rank:3
user:23, item:5, rank:3
user:23, item:6, rank:4
user:23, item:8, rank:4
user:23, item:9, rank:5
user:23, item:10, rank:4
user:23, item:14, rank:4
user:23, item:15, rank:4
user:23, item:16, rank:3
user:23, item:20, rank:3
user:23, item:21, rank:4
user:23, item:24, rank:4
user:23, item:25, rank:4
user:23, item:30, rank:4
user:23, item:31, rank:3
user:23, item:32, rank:3
user:23, item:36, rank:4
user:23, item:37, rank:4
user:23, item:41, rank:3
user:23, item:44, rank:4
user:23, item:45, rank:4
user:23, item:46, rank:2
user:23, item:47, rank:2
user:23, item:48, rank:2
user:23, item:49, rank:2
user:23, item:50, rank:2
user:24, item:2, rank:2
user:24, item:3, rank:2
user:24, item:6, rank:3
user:24, item:7, rank:3
user:24, item:8, rank:3
user:24, item:9, rank:3
user:24, item:13, rank:3
user:24, item:16, rank:1
user:24, item:17, rank:1
user:24, item:18, rank:2
user:24, item:19, rank:3
user:24, item:20, rank:3
user:24, item:22, rank:3
user:24, item:23, rank:3
user:24, item:24, rank:3
user:24, item:25, rank:3
user:24, item:27, rank:2
user:24, item:31, rank:1
user:24, item:32, rank:1
user:24, item:34, rank:1
user:24, item:35, rank:1
user:24, item:36, rank:3
user:24, item:40, rank:2
user:24, item:41, rank:4
user:24, item:42, rank:3
user:24, item:43, rank:3
user:24, item:45, rank:3
user:24, item:46, rank:2
user:24, item:47, rank:2
user:24, item:48, rank:2
user:24, item:49, rank:2
user:24, item:50, rank:2
user:25, item:1, rank:2
user:25, item:2, rank:3
user:25, item:3, rank:3
user:25, item:6, rank:5
user:25, item:7, rank:5
user:25, item:8, rank:4
user:25, item:9, rank:4
user:25, item:13, rank:4
user:25, item:16, rank:3
user:25, item:17, rank:3
user:25, item:18, rank:4
user:25, item:19, rank:4
user:25, item:20, rank:3
user:25, item:22, rank:5
user:25, item:24, rank:4
user:25, item:25, rank:3
user:25, item:26, rank:4
user:25, item:27, rank:3
user:25, item:28, rank:3
user:25, item:31, rank:3
user:25, item:32, rank:3
user:25, item:34, rank:3
user:25, item:35, rank:3
user:25, item:36, rank:4
user:25, item:37, rank:4
user:25, item:38, rank:4
user:25, item:40, rank:3
user:25, item:48, rank:2
user:25, item:49, rank:3
user:25, item:50, rank:2
user:26, item:2, rank:2
user:26, item:3, rank:2
user:26, item:4, rank:2
user:26, item:7, rank:2
user:26, item:8, rank:1
user:26, item:11, rank:2
user:26, item:12, rank:3
user:26, item:13, rank:2
user:26, item:14, rank:2
user:26, item:15, rank:3
user:26, item:16, rank:2
user:26, item:17, rank:2
user:26, item:18, rank:1
user:26, item:19, rank:3
user:26, item:20, rank:3
user:26, item:21, rank:3
user:26, item:22, rank:3
user:26, item:23, rank:2
user:26, item:24, rank:2
user:26, item:25, rank:2
user:26, item:31, rank:1
user:26, item:32, rank:1
user:26, item:33, rank:1
user:26, item:34, rank:2
user:26, item:35, rank:2
user:26, item:36, rank:3
user:26, item:37, rank:2
user:26, item:38, rank:2
user:26, item:39, rank:2
user:26, item:41, rank:3
user:26, item:45, rank:3
user:27, item:8, rank:2
user:27, item:9, rank:3
user:27, item:10, rank:3
user:27, item:19, rank:3
user:27, item:20, rank:3
user:27, item:21, rank:4
user:27, item:22, rank:4
user:27, item:23, rank:3
user:27, item:24, rank:4
user:27, item:25, rank:3
user:27, item:26, rank:3
user:27, item:27, rank:3
user:27, item:28, rank:2
user:27, item:29, rank:3
user:27, item:30, rank:3
user:27, item:31, rank:2
user:27, item:32, rank:2
user:27, item:33, rank:2
user:27, item:34, rank:2
user:27, item:35, rank:2
user:27, item:36, rank:3
user:27, item:37, rank:3
user:27, item:38, rank:3
user:27, item:39, rank:3
user:27, item:40, rank:3
user:27, item:41, rank:3
user:27, item:42, rank:3
user:27, item:43, rank:3
user:27, item:44, rank:3
user:27, item:45, rank:2
user:27, item:46, rank:2
user:27, item:47, rank:2
user:27, item:48, rank:2
user:27, item:49, rank:2
user:27, item:50, rank:2
user:28, item:1, rank:1
user:28, item:2, rank:3
user:28, item:11, rank:4
user:28, item:15, rank:3
user:28, item:16, rank:2
user:28, item:17, rank:2
user:28, item:18, rank:3
user:28, item:19, rank:3
user:28, item:20, rank:3
user:28, item:21, rank:3
user:28, item:23, rank:3
user:28, item:24, rank:3
user:28, item:25, rank:3
user:28, item:26, rank:3
user:28, item:27, rank:2
user:28, item:28, rank:2
user:28, item:29, rank:2
user:28, item:30, rank:2
user:28, item:40, rank:2
user:28, item:41, rank:3
user:28, item:42, rank:3
user:28, item:43, rank:3
user:28, item:44, rank:4
user:28, item:46, rank:2
user:28, item:47, rank:3
user:28, item:48, rank:3
user:28, item:49, rank:2
user:28, item:50, rank:2
user:29, item:1, rank:3
user:29, item:2, rank:3
user:29, item:3, rank:3
user:29, item:4, rank:3
user:29, item:7, rank:4
user:29, item:10, rank:4
user:29, item:11, rank:4
user:29, item:12, rank:4
user:29, item:13, rank:4
user:29, item:16, rank:3
user:29, item:17, rank:3
user:29, item:18, rank:3
user:29, item:19, rank:3
user:29, item:20, rank:2
user:29, item:21, rank:4
user:29, item:26, rank:3
user:29, item:31, rank:2
user:29, item:32, rank:3
user:29, item:39, rank:3
user:29, item:40, rank:3
user:29, item:41, rank:4
user:29, item:42, rank:4
user:29, item:50, rank:3
user:30, item:3, rank:1
user:30, item:4, rank:2
user:30, item:5, rank:1
user:30, item:6, rank:2
user:30, item:7, rank:3
user:30, item:9, rank:2
user:30, item:11, rank:2
user:30, item:14, rank:1
user:30, item:15, rank:2
user:30, item:16, rank:2
user:30, item:17, rank:2
user:30, item:18, rank:2
user:30, item:19, rank:2
user:30, item:20, rank:2
user:30, item:21, rank:4
user:30, item:24, rank:3
user:30, item:25, rank:3
user:30, item:26, rank:2
user:30, item:27, rank:1
user:30, item:30, rank:1
user:30, item:32, rank:2
user:30, item:33, rank:2
user:30, item:34, rank:1
user:30, item:37, rank:1
user:30, item:40, rank:2
user:30, item:43, rank:4
user:30, item:44, rank:4
user:30, item:47, rank:3
user:30, item:48, rank:2
user:30, item:49, rank:3
user:30, item:50, rank:2
user:31, item:2, rank:2
user:31, item:3, rank:2
user:31, item:4, rank:2
user:31, item:5, rank:2
user:31, item:6, rank:3
user:31, item:8, rank:3
user:31, item:9, rank:3
user:31, item:10, rank:4
user:31, item:11, rank:3
user:31, item:12, rank:3
user:31, item:13, rank:3
user:31, item:17, rank:2
user:31, item:18, rank:1
user:31, item:19, rank:2
user:31, item:21, rank:2
user:31, item:24, rank:2
user:31, item:25, rank:2
user:31, item:26, rank:3
user:31, item:28, rank:1
user:31, item:30, rank:1
user:31, item:32, rank:1
user:31, item:33, rank:1
user:31, item:34, rank:2
user:31, item:35, rank:1
user:31, item:36, rank:2
user:31, item:38, rank:3
user:31, item:39, rank:2
user:31, item:41, rank:2
user:31, item:42, rank:4
user:31, item:44, rank:3
user:31, item:45, rank:3
user:31, item:46, rank:3
user:31, item:47, rank:3
user:31, item:49, rank:3
user:31, item:50, rank:2
user:32, item:4, rank:2
user:32, item:10, rank:4
user:32, item:11, rank:3
user:32, item:12, rank:3
user:32, item:13, rank:3
user:32, item:14, rank:2
user:32, item:15, rank:3
user:32, item:16, rank:2
user:32, item:18, rank:2
user:32, item:19, rank:2
user:32, item:20, rank:2
user:32, item:21, rank:3
user:32, item:22, rank:3
user:32, item:25, rank:3
user:32, item:32, rank:2
user:32, item:35, rank:2
user:32, item:42, rank:2
user:32, item:43, rank:2
user:32, item:46, rank:2
user:32, item:47, rank:2
user:32, item:48, rank:1
user:32, item:49, rank:3
user:32, item:50, rank:2
user:33, item:1, rank:3
user:33, item:2, rank:2
user:33, item:3, rank:2
user:33, item:4, rank:3
user:33, item:5, rank:2
user:33, item:7, rank:4
user:33, item:9, rank:3
user:33, item:11, rank:4
user:33, item:12, rank:4
user:33, item:13, rank:4
user:33, item:15, rank:3
user:33, item:16, rank:2
user:33, item:17, rank:3
user:33, item:19, rank:4
user:33, item:20, rank:1
user:33, item:21, rank:4
user:33, item:24, rank:3
user:33, item:25, rank:3
user:33, item:26, rank:2
user:33, item:31, rank:1
user:33, item:34, rank:2
user:33, item:36, rank:2
user:33, item:37, rank:2
user:33, item:38, rank:3
user:33, item:46, rank:1
user:33, item:47, rank:2
user:34, item:2, rank:2
user:34, item:3, rank:3
user:34, item:6, rank:3
user:34, item:7, rank:2
user:34, item:8, rank:3
user:34, item:13, rank:4
user:34, item:16, rank:3
user:34, item:17, rank:3
user:34, item:18, rank:3
user:34, item:20, rank:3
user:34, item:21, rank:3
user:34, item:23, rank:4
user:34, item:26, rank:2
user:34, item:27, rank:2
user:34, item:28, rank:2
user:34, item:33, rank:2
user:34, item:36, rank:3
user:34, item:41, rank:3
user:34, item:47, rank:3
user:35, item:2, rank:3
user:35, item:4, rank:3
user:35, item:9, rank:3
user:35, item:11, rank:4
user:35, item:15, rank:4
user:35, item:16, rank:3
user:35, item:18, rank:2
user:35, item:20, rank:3
user:35, item:21, rank:4
user:35, item:23, rank:4
user:35, item:24, rank:4
user:35, item:32, rank:3
user:35, item:34, rank:3
user:35, item:35, rank:2
user:35, item:39, rank:4
user:35, item:41, rank:4
user:35, item:42, rank:4
user:35, item:44, rank:4
user:35, item:46, rank:2
user:35, item:47, rank:3
user:35, item:49, rank:3
user:36, item:1, rank:3
user:36, item:3, rank:3
user:36, item:4, rank:3
user:36, item:6, rank:3
user:36, item:7, rank:3
user:36, item:8, rank:2
user:36, item:9, rank:3
user:36, item:11, rank:3
user:36, item:12, rank:3
user:36, item:13, rank:3
user:36, item:14, rank:3
user:36, item:15, rank:3
user:36, item:16, rank:2
user:36, item:17, rank:3
user:36, item:18, rank:2
user:36, item:19, rank:2
user:36, item:21, rank:4
user:36, item:23, rank:4
user:36, item:25, rank:3
user:36, item:26, rank:2
user:36, item:28, rank:2
user:36, item:29, rank:1
user:36, item:32, rank:2
user:36, item:34, rank:2
user:36, item:35, rank:2
user:36, item:46, rank:3
user:36, item:47, rank:3
user:36, item:48, rank:2
user:36, item:49, rank:3
user:36, item:50, rank:2
user:37, item:1, rank:3
user:37, item:3, rank:3
user:37, item:4, rank:3
user:37, item:5, rank:3
user:37, item:7, rank:4
user:37, item:8, rank:4
user:37, item:10, rank:4
user:37, item:19, rank:3
user:37, item:22, rank:5
user:37, item:24, rank:4
user:37, item:25, rank:4
user:37, item:26, rank:3
user:37, item:28, rank:3
user:37, item:35, rank:3
user:37, item:43, rank:3
user:37, item:45, rank:4
user:37, item:50, rank:3
user:38, item:2, rank:2
user:38, item:3, rank:2
user:38, item:4, rank:4
user:38, item:6, rank:4
user:38, item:7, rank:3
user:38, item:8, rank:3
user:38, item:9, rank:3
user:38, item:13, rank:3
user:38, item:14, rank:3
user:38, item:15, rank:3
user:38, item:17, rank:2
user:38, item:19, rank:2
user:38, item:21, rank:3
user:38, item:22, rank:4
user:38, item:26, rank:2
user:38, item:27, rank:1
user:38, item:28, rank:2
user:38, item:32, rank:2
user:38, item:40, rank:2
user:38, item:42, rank:4
user:38, item:44, rank:4
user:38, item:46, rank:4
user:38, item:48, rank:3
user:38, item:50, rank:4
user:39, item:1, rank:2
user:39, item:2, rank:2
user:39, item:6, rank:4
user:39, item:8, rank:3
user:39, item:9, rank:3
user:39, item:11, rank:4
user:39, item:12, rank:3
user:39, item:16, rank:3
user:39, item:19, rank:3
user:39, item:20, rank:3
user:39, item:23, rank:4
user:39, item:24, rank:3
user:39, item:25, rank:3
user:39, item:26, rank:3
user:39, item:27, rank:3
user:39, item:28, rank:2
user:39, item:29, rank:3
user:39, item:30, rank:3
