
user:1, item:7, real_rank:4, predicted_rank:3
user:17, item:3, real_rank:3, predicted_rank:1
user:17, item:4, real_rank:1, predicted_rank:2
user:17, item:5, real_rank:2, predicted_rank:2
user:17, item:6, real_rank:2, predicted_rank:2
user:17, item:7, real_rank:3, predicted_rank:2
user:17, item:8, real_rank:2, predicted_rank:1
user:17, item:9, real_rank:1, predicted_rank:3
user:17, item:10, real_rank:2, predicted_rank:2
user:17, item:11, real_rank:2, predicted_rank:2
user:17, item:12, real_rank:1, predicted_rank:2
user:17, item:13, real_rank:3, predicted_rank:2
user:17, item:14, real_rank:2, predicted_rank:2
user:17, item:15, real_rank:3, predicted_rank:3
user:17, item:16, real_rank:3, predicted_rank:2
user:17, item:17, real_rank:2, predicted_rank:2
user:17, item:18, real_rank:1, predicted_rank:2
user:17, item:19, real_rank:2, predicted_rank:2
user:17, item:20, real_rank:3, predicted_rank:2
user:17, item:21, real_rank:5, predicted_rank:3
user:17, item:22, real_rank:4, predicted_rank:3
user:17, item:23, real_rank:3, predicted_rank:4
user:18, item:1, real_rank:4, predicted_rank:3
user:18, item:2, real_rank:3, predicted_rank:4
user:18, item:4, real_rank:5, predicted_rank:3
user:18, item:5, real_rank:4, predicted_rank:3
user:18, item:10, real_rank:4, predicted_rank:3
user:18, item:11, real_rank:3, predicted_rank:3
user:18, item:12, real_rank:4, predicted_rank:3
user:18, item:13, real_rank:2, predicted_rank:3
user:18, item:14, real_rank:4, predicted_rank:3
user:18, item:20, real_rank:3, predicted_rank:3
user:18, item:23, real_rank:4, predicted_rank:4
user:18, item:27, real_rank:2, predicted_rank:2
user:18, item:29, real_rank:1, predicted_rank:3
user:18, item:30, real_rank:4, predicted_rank:2
user:18, item:33, real_rank:3, predicted_rank:2
user:18, item:35, real_rank:2, predicted_rank:2
user:18, item:37, real_rank:3, predicted_rank:2
user:18, item:38, real_rank:2, predicted_rank:3
user:18, item:39, real_rank:1, predicted_rank:3
user:18, item:40, real_rank:2, predicted_rank:3
user:18, item:41, real_rank:5, predicted_rank:4
user:18, item:42, real_rank:4, predicted_rank:4
user:18, item:44, real_rank:4, predicted_rank:4
user:19, item:1, real_rank:3, predicted_rank:3
user:19, item:2, real_rank:3, predicted_rank:3
user:19, item:3, real_rank:2, predicted_rank:3
user:19, item:4, real_rank:4, predicted_rank:3
user:19, item:5, real_rank:4, predicted_rank:3
user:19, item:6, real_rank:4, predicted_rank:3
user:19, item:7, real_rank:4, predicted_rank:3
user:19, item:8, real_rank:2, predicted_rank:3
user:19, item:10, real_rank:3, predicted_rank:4
user:19, item:11, real_rank:5, predicted_rank:4
user:19, item:12, real_rank:5, predicted_rank:4
user:19, item:13, real_rank:4, predicted_rank:4
user:19, item:14, real_rank:5, predicted_rank:3
user:19, item:15, real_rank:3, predicted_rank:4
user:19, item:17, real_rank:4, predicted_rank:3
user:19, item:18, real_rank:3, predicted_rank:3
user:19, item:19, real_rank:4, predicted_rank:3
user:19, item:26, real_rank:3, predicted_rank:4
user:19, item:27, real_rank:2, predicted_rank:3
user:19, item:28, real_rank:3, predicted_rank:2
user:19, item:29, real_rank:2, predicted_rank:3
user:19, item:30, real_rank:4, predicted_rank:3
user:19, item:31, real_rank:1, predicted_rank:2
user:19, item:32, real_rank:2, predicted_rank:2
user:19, item:33, real_rank:1, predicted_rank:3
user:19, item:34, real_rank:2, predicted_rank:2
user:19, item:35, real_rank:2, predicted_rank:2
user:19, item:36, real_rank:4, predicted_rank:3
user:19, item:37, real_rank:3, predicted_rank:4
user:19, item:38, real_rank:4, predicted_rank:4
user:19, item:39, real_rank:3, predicted_rank:3
user:20, item:1, real_rank:1, predicted_rank:2
user:20, item:2, real_rank:2, predicted_rank:2
user:20, item:10, real_rank:4, predicted_rank:3
user:20, item:11, real_rank:3, predicted_rank:2
user:20, item:15, real_rank:2, predicted_rank:3
user:20, item:19, real_rank:3, predicted_rank:1
user:20, item:20, real_rank:2, predicted_rank:2
user:20, item:22, real_rank:1, predicted_rank:2
user:20, item:23, real_rank:2, predicted_rank:2
user:20, item:38, real_rank:2, predicted_rank:2
user:20, item:39, real_rank:1, predicted_rank:2
user:20, item:44, real_rank:4, predicted_rank:3
user:20, item:45, real_rank:3, predicted_rank:3
user:21, item:4, real_rank:2, predicted_rank:1
user:21, item:5, real_rank:1, predicted_rank:2
user:21, item:6, real_rank:4, predicted_rank:3
user:21, item:7, real_rank:3, predicted_rank:3
user:21, item:10, real_rank:2, predicted_rank:3
user:21, item:11, real_rank:4, predicted_rank:4
user:21, item:21, real_rank:4, predicted_rank:4
user:21, item:22, real_rank:3, predicted_rank:4
user:21, item:23, real_rank:5, predicted_rank:3
user:21, item:28, real_rank:1, predicted_rank:2
user:21, item:30, real_rank:2, predicted_rank:2
user:21, item:32, real_rank:1, predicted_rank:2
user:21, item:35, real_rank:2, predicted_rank:2
user:21, item:38, real_rank:4, predicted_rank:3
user:21, item:45, real_rank:2, predicted_rank:3
user:22, item:5, real_rank:3, predicted_rank:3
user:22, item:10, real_rank:4, predicted_rank:3
user:22, item:13, real_rank:3, predicted_rank:3
user:22, item:14, real_rank:2, predicted_rank:3
user:22, item:21, real_rank:3, predicted_rank:4
user:22, item:23, real_rank:4, predicted_rank:4
user:22, item:25, real_rank:2, predicted_rank:4
user:22, item:29, real_rank:3, predicted_rank:3
user:22, item:31, real_rank:3, predicted_rank:3
user:22, item:32, real_rank:4, predicted_rank:3
user:22, item:36, real_rank:5, predicted_rank:4
user:22, item:37, real_rank:4, predicted_rank:3
user:22, item:38, real_rank:3, predicted_rank:3
user:22, item:39, real_rank:4, predicted_rank:3
user:22, item:40, real_rank:3, predicted_rank:4
user:22, item:41, real_rank:4, predicted_rank:5
user:22, item:44, real_rank:5, predicted_rank:4
user:23, item:1, real_rank:1, predicted_rank:3
user:23, item:2, real_rank:2, predicted_rank:3
user:23, item:3, real_rank:1, predicted_rank:3
user:23, item:4, real_rank:3, predicted_rank:3
user:23, item:7, real_rank:4, predicted_rank:4
user:23, item:11, real_rank:5, predicted_rank:4
user:23, item:12, real_rank:4, predicted_rank:5
user:23, item:13, real_rank:3, predicted_rank:4
user:23, item:17, real_rank:5, predicted_rank:3
user:23, item:18, real_rank:4, predicted_rank:3
user:23, item:19, real_rank:3, predicted_rank:4
user:23, item:22, real_rank:4, predicted_rank:4
user:23, item:23, real_rank:3, predicted_rank:4
user:23, item:26, real_rank:4, predicted_rank:4
user:23, item:27, real_rank:3, predicted_rank:3
user:23, item:28, real_rank:4, predicted_rank:3
user:23, item:29, real_rank:3, predicted_rank:4
user:23, item:33, real_rank:5, predicted_rank:3
user:23, item:34, real_rank:4, predicted_rank:3
user:23, item:35, real_rank:4, predicted_rank:3
user:23, item:38, real_rank:5, predicted_rank:4
user:23, item:39, real_rank:4, predicted_rank:4
user:23, item:40, real_rank:4, predicted_rank:4
user:23, item:42, real_rank:3, predicted_rank:3
user:23, item:43, real_rank:2, predicted_rank:4
user:24, item:1, real_rank:1, predicted_rank:2
user:24, item:4, real_rank:2, predicted_rank:2
user:24, item:5, real_rank:1, predicted_rank:2
user:24, item:10, real_rank:3, predicted_rank:3
user:24, item:11, real_rank:4, predicted_rank:4
user:24, item:12, real_rank:3, predicted_rank:3
user:24, item:14, real_rank:4, predicted_rank:3
user:24, item:15, real_rank:5, predicted_rank:3
user:24, item:21, real_rank:3, predicted_rank:3
user:24, item:26, real_rank:1, predicted_rank:2
user:24, item:28, real_rank:2, predicted_rank:1
user:24, item:29, real_rank:2, predicted_rank:1
user:24, item:30, real_rank:1, predicted_rank:2
user:24, item:33, real_rank:1, predicted_rank:2
user:24, item:37, real_rank:3, predicted_rank:2
user:24, item:38, real_rank:2, predicted_rank:3
user:24, item:39, real_rank:3, predicted_rank:2
user:24, item:44, real_rank:4, predicted_rank:3
user:25, item:4, real_rank:3, predicted_rank:3
user:25, item:5, real_rank:2, predicted_rank:4
user:25, item:10, real_rank:4, predicted_rank:4
user:25, item:11, real_rank:5, predicted_rank:4
user:25, item:12, real_rank:4, predicted_rank:5
user:25, item:14, real_rank:3, predicted_rank:4
user:25, item:15, real_rank:5, predicted_rank:4
user:25, item:21, real_rank:5, predicted_rank:4
user:25, item:23, real_rank:4, predicted_rank:5
user:25, item:29, real_rank:5, predicted_rank:4
user:25, item:30, real_rank:4, predicted_rank:4
user:25, item:33, real_rank:5, predicted_rank:3
user:25, item:39, real_rank:3, predicted_rank:3
user:25, item:41, real_rank:5, predicted_rank:4
user:25, item:42, real_rank:4, predicted_rank:4
user:25, item:43, real_rank:3, predicted_rank:4
user:25, item:44, real_rank:5, predicted_rank:5
user:25, item:45, real_rank:4, predicted_rank:5
user:25, item:46, real_rank:2, predicted_rank:2
user:25, item:47, real_rank:1, predicted_rank:3
user:26, item:1, real_rank:1, predicted_rank:2
user:26, item:5, real_rank:2, predicted_rank:2
user:26, item:6, real_rank:2, predicted_rank:2
user:26, item:9, real_rank:3, predicted_rank:2
user:26, item:10, real_rank:1, predicted_rank:2
user:26, item:26, real_rank:1, predicted_rank:2
user:26, item:27, real_rank:2, predicted_rank:1
user:26, item:28, real_rank:1, predicted_rank:1
user:26, item:29, real_rank:2, predicted_rank:1
user:26, item:30, real_rank:1, predicted_rank:2
user:26, item:40, real_rank:4, predicted_rank:1
user:26, item:42, real_rank:5, predicted_rank:3
user:26, item:43, real_rank:4, predicted_rank:3
user:26, item:44, real_rank:3, predicted_rank:4
user:26, item:46, real_rank:1, predicted_rank:2
user:26, item:47, real_rank:2, predicted_rank:1
user:26, item:48, real_rank:1, predicted_rank:1
user:26, item:49, real_rank:1, predicted_rank:1
user:26, item:50, real_rank:2, predicted_rank:2
user:27, item:1, real_rank:2, predicted_rank:2
user:27, item:2, real_rank:3, predicted_rank:2
user:27, item:3, real_rank:2, predicted_rank:2
user:27, item:4, real_rank:1, predicted_rank:2
user:27, item:5, real_rank:2, predicted_rank:2
user:27, item:6, real_rank:4, predicted_rank:3
user:27, item:7, real_rank:3, predicted_rank:4
user:27, item:11, real_rank:4, predicted_rank:3
user:27, item:12, real_rank:3, predicted_rank:3
user:27, item:13, real_rank:4, predicted_rank:3
user:27, item:14, real_rank:3, predicted_rank:3
user:27, item:15, real_rank:4, predicted_rank:4
user:27, item:16, real_rank:3, predicted_rank:2
user:27, item:17, real_rank:1, predicted_rank:2
user:27, item:18, real_rank:2, predicted_rank:2
user:28, item:3, real_rank:4, predicted_rank:2
user:28, item:4, real_rank:3, predicted_rank:3
user:28, item:5, real_rank:4, predicted_rank:3
user:28, item:6, real_rank:4, predicted_rank:4
user:28, item:7, real_rank:5, predicted_rank:4
user:28, item:8, real_rank:4, predicted_rank:3
user:28, item:9, real_rank:5, predicted_rank:4
user:28, item:10, real_rank:3, predicted_rank:3
user:28, item:12, real_rank:4, predicted_rank:3
user:28, item:13, real_rank:3, predicted_rank:4
user:28, item:14, real_rank:2, predicted_rank:3
user:28, item:22, real_rank:3, predicted_rank:3
